user,test_acc,auc
7,63.93939208984375%,0.6374759834159167
9,77.8787841796875%,0.7789463039741126
12,61.51515197753906%,0.6186672059864495
15,61.51515197753906%,0.6180604712306603
16,64.24242401123047%,0.6404085347355648
20,72.57575988769531%,0.7231772676711498
21,61.818180084228516%,0.6180604712306603
23,60.90909194946289%,0.6085549600566286
29,68.03030395507812%,0.6792901203357266
35,65.30303192138672%,0.6519870563252098
