user,test_acc,auc
7,69.8484878540039%,0.6937506320153707
9,84.39393615722656%,0.8424006471837395
12,60.75757598876953%,0.6108302153908381
15,61.969696044921875%,0.62033572656487
16,66.36363983154297%,0.6615431287288907
20,76.81818389892578%,0.7664576802507838
21,60.60606002807617%,0.6066336333299626
23,62.121212005615234%,0.6198806754980282
29,68.93939208984375%,0.6883911416725654
35,63.48484802246094%,0.631863686924866
