user,test_acc,auc
7,72.1212158203125%,0.7191829305288705
9,83.93939208984375%,0.8399231469309335
12,61.818180084228516%,0.6197795530387299
15,63.030303955078125%,0.6311052684801294
16,64.69696807861328%,0.6446051167964405
20,74.8484878540039%,0.7479017089695621
21,60.75757598876953%,0.607290929315401
23,65.1515121459961%,0.6496106785317018
29,69.24242401123047%,0.6919304277480028
35,61.66666793823242%,0.6152796035999595
