user,test_acc,auc
7,74.39393615722656%,0.7397613509960563
9,82.2727279663086%,0.822884012539185
12,65.30303192138672%,0.6560319546971382
15,62.272727966308594%,0.6240772575589038
16,65.45454406738281%,0.6524421073920518
20,77.57575988769531%,0.7724744665790273
21,60.15151596069336%,0.6018303165132975
23,63.181819915771484%,0.6299423601981999
29,67.7272720336914%,0.6773687936090604
35,61.969696044921875%,0.6178076650824147
