user,test_acc,auc
7,68.18181610107422%,0.6762058853271312
9,78.93939208984375%,0.7883001314591972
12,62.272727966308594%,0.6269086864192538
15,60.15151596069336%,0.605369602588735
16,64.8484878540039%,0.6473859844271411
20,72.42424011230469%,0.722823339063606
21,61.66666793823242%,0.61639195065224
23,61.3636360168457%,0.6127515421175043
29,67.42424011230469%,0.6755485893416927
35,61.06060791015625%,0.6098189907978562
