2023-04-17 16:03:28,264 - lr:0.001,weight_decay:0.001,batch_size:40
2023-04-17 16:03:28,264 - FullConnect(
  (linear1): Linear(in_features=33, out_features=128, bias=True)
  (linear2): Linear(in_features=128, out_features=64, bias=True)
  (linear3): Linear(in_features=64, out_features=40, bias=True)
  (linear4): Linear(in_features=40, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-17 16:03:28,264 - This is for user0
2023-04-17 16:03:39,087 - Epoch:0/100,Train Accuracy:58.56880187988281%
2023-04-17 16:03:41,198 - Epoch:1/100,Train Accuracy:59.85161209106445%
2023-04-17 16:03:43,302 - Epoch:2/100,Train Accuracy:60.5640869140625%
2023-04-17 16:03:45,437 - Epoch:3/100,Train Accuracy:61.62847137451172%
2023-04-17 16:03:47,552 - Epoch:4/100,Train Accuracy:62.17973327636719%
2023-04-17 16:03:49,691 - Epoch:5/100,Train Accuracy:62.708457946777344%
2023-04-17 16:03:51,855 - Epoch:6/100,Train Accuracy:63.015289306640625%
2023-04-17 16:03:54,033 - Epoch:7/100,Train Accuracy:63.705230712890625%
2023-04-17 16:03:56,226 - Epoch:8/100,Train Accuracy:64.0033950805664%
2023-04-17 16:03:58,491 - Epoch:9/100,Train Accuracy:64.73841094970703%
2023-04-17 16:04:00,798 - Epoch:10/100,Train Accuracy:65.03484344482422%
2023-04-17 16:04:02,999 - Epoch:11/100,Train Accuracy:65.3052749633789%
2023-04-17 16:04:05,196 - Epoch:12/100,Train Accuracy:65.50982666015625%
2023-04-17 16:04:07,464 - Epoch:13/100,Train Accuracy:65.89813995361328%
2023-04-17 16:04:09,746 - Epoch:14/100,Train Accuracy:66.18936920166016%
2023-04-17 16:04:12,041 - Epoch:15/100,Train Accuracy:66.52914428710938%
2023-04-17 16:04:14,259 - Epoch:16/100,Train Accuracy:66.78223419189453%
2023-04-17 16:04:16,471 - Epoch:17/100,Train Accuracy:66.95732116699219%
2023-04-17 16:04:18,726 - Epoch:18/100,Train Accuracy:67.3785629272461%
2023-04-17 16:04:20,993 - Epoch:19/100,Train Accuracy:67.67326354980469%
2023-04-17 16:04:23,258 - Epoch:20/100,Train Accuracy:67.78941345214844%
2023-04-17 16:04:25,477 - Epoch:21/100,Train Accuracy:68.09451293945312%
2023-04-17 16:04:27,730 - Epoch:22/100,Train Accuracy:68.21239471435547%
2023-04-17 16:04:29,921 - Epoch:23/100,Train Accuracy:68.52268981933594%
2023-04-17 16:04:32,172 - Epoch:24/100,Train Accuracy:68.91100311279297%
2023-04-17 16:04:34,430 - Epoch:25/100,Train Accuracy:69.06355285644531%
2023-04-17 16:04:36,664 - Epoch:26/100,Train Accuracy:69.51599884033203%
2023-04-17 16:04:38,856 - Epoch:27/100,Train Accuracy:69.7413558959961%
2023-04-17 16:04:41,084 - Epoch:28/100,Train Accuracy:69.89390563964844%
2023-04-17 16:04:43,298 - Epoch:29/100,Train Accuracy:70.18340301513672%
2023-04-17 16:04:45,528 - Epoch:30/100,Train Accuracy:70.25621795654297%
2023-04-17 16:04:47,736 - Epoch:31/100,Train Accuracy:70.70172882080078%
2023-04-17 16:04:49,964 - Epoch:32/100,Train Accuracy:70.65492248535156%
2023-04-17 16:04:52,161 - Epoch:33/100,Train Accuracy:71.07963562011719%
2023-04-17 16:04:54,370 - Epoch:34/100,Train Accuracy:71.128173828125%
2023-04-17 16:04:56,595 - Epoch:35/100,Train Accuracy:71.35006713867188%
2023-04-17 16:04:58,785 - Epoch:36/100,Train Accuracy:71.38993835449219%
2023-04-17 16:05:00,988 - Epoch:37/100,Train Accuracy:71.52688598632812%
2023-04-17 16:05:03,275 - Epoch:38/100,Train Accuracy:71.79731750488281%
2023-04-17 16:05:05,471 - Epoch:39/100,Train Accuracy:71.85452270507812%
