user,test_acc,auc
7,63.030303955078125%,0.6354535342299525
9,71.36363983154297%,0.7191323692992213
12,49.24242401123047%,0.5084942865810497
15,51.06060791015625%,0.5255839822024472
16,57.272727966308594%,0.5595105672969967
20,66.81818389892578%,0.657346546668015
21,51.66666793823242%,0.5002022449185964
23,56.3636360168457%,0.5488927090706845
29,58.6363639831543%,0.5728081706947112
35,51.818180084228516%,0.5017696430377188
