user,test_acc,auc
7,87.42424011230469%,0.8741530994033775
9,93.78787994384766%,0.9378602487612498
12,69.54545593261719%,0.6956719587420366
15,64.54545593261719%,0.6445545555667913
16,63.93939208984375%,0.6380827181717059
20,79.54545593261719%,0.7943674790170897
21,70.90908813476562%,0.7076549701688746
23,67.7272720336914%,0.6748407321266054
29,70.75757598876953%,0.7055819597532613
35,64.09091186523438%,0.6390433815350389
