user,test_acc,auc
7,84.8484878540039%,0.8447770249772475
9,94.09091186523438%,0.9399838204065123
12,72.57575988769531%,0.7203458388107999
15,70.0%,0.6954191525937912
16,67.42424011230469%,0.6717059358883608
20,83.33333587646484%,0.8316311052684802
21,75.75757598876953%,0.7525533420972799
23,71.21212005615234%,0.7064415006572959
29,73.63636016845703%,0.7324299726969361
35,67.7272720336914%,0.6721104257255537
