user,test_acc,auc
7,68.63636016845703%,0.6817170593588837
9,76.36363983154297%,0.7563959955506118
12,55.75757598876953%,0.5459601577510366
15,52.878787994384766%,0.5129436747901709
16,55.75757598876953%,0.5451511780766508
20,60.15151596069336%,0.6120436849024168
21,48.181819915771484%,0.4978258671250885
23,48.030303955078125%,0.49686520376175547
29,48.181819915771484%,0.4978258671250885
35,48.030303955078125%,0.4963595914652644
