user,test_acc,auc
7,85.75757598876953%,0.8536758013954899
9,93.48484802246094%,0.9343209626858126
12,72.42424011230469%,0.7247446657902721
15,68.48484802246094%,0.6854080291232681
16,67.42424011230469%,0.6739306299929214
20,82.1212158203125%,0.8183840631004147
21,75.75757598876953%,0.7541713014460514
23,73.63636016845703%,0.7350591566386895
29,73.33333587646484%,0.7333400748306199
35,69.09091186523438%,0.6866214986348469
