user,test_acc,auc
7,85.1515121459961%,0.8513499848316312
9,89.69696807861328%,0.8976640711902114
12,70.45454406738281%,0.7053797148346648
15,69.69696807861328%,0.6956213975123875
16,66.06060791015625%,0.6593184346243302
20,81.66666412353516%,0.8150975831732228
21,74.69696807861328%,0.745424208716756
23,70.30303192138672%,0.7011831327737892
29,71.66666412353516%,0.7145818586308019
35,65.75757598876953%,0.6550712913338053
