user,test_acc,auc
7,58.6363639831543%,0.5886843968045302
9,74.54545593261719%,0.7428455860046517
12,57.878787994384766%,0.5832743452320761
15,48.030303955078125%,0.49453938719789664
16,63.33333206176758%,0.6250379209222368
20,60.0%,0.6092628172717159
21,49.39393997192383%,0.5093538274850844
23,56.818180084228516%,0.5590555162301548
29,63.787879943847656%,0.6268075639599555
35,55.60606002807617%,0.5412579633936697
