user,test_acc,auc
7,57.272727966308594%,0.578420467185762
9,63.030303955078125%,0.6273637374860956
12,54.09090805053711%,0.5302356153301648
15,53.181819915771484%,0.5196177571038527
16,54.54545593261719%,0.5321063808271816
20,50.90909194946289%,0.5242188290019213
21,48.030303955078125%,0.49656183638386087
23,48.030303955078125%,0.49676408130245725
29,47.878787994384766%,0.4952978056426332
35,47.878787994384766%,0.4952978056426332
