user,test_acc,auc
7,66.66666412353516%,0.6650824148043281
9,71.66666412353516%,0.7216604307816765
12,56.51515197753906%,0.573617150369097
15,53.181819915771484%,0.5436849024168268
16,50.0%,0.5147133178278895
20,69.8484878540039%,0.7028516533522094
21,48.33333206176758%,0.4988876529477197
23,63.6363639831543%,0.628981696834867
29,66.51515197753906%,0.65593083223784
35,58.030303955078125%,0.5676509252705026
