user,test_acc,auc
0,54.90070343017578%,0.5490070467648943
1,55.42872619628906%,0.5542872672917516
2,51.37641143798828%,0.5137641263401913
3,53.257171630859375%,0.5325717321997875
4,56.63047790527344%,0.5663047959323897
5,51.00016784667969%,0.5100016952025767
6,55.15192794799805%,0.5515192832099727
7,55.24049758911133%,0.5524049698609915
8,51.01339340209961%,0.5101339443073669
9,51.05353927612305%,0.5105353829843626
