user,test_acc,auc
0,61.44298553466797%,0.6144298526585522
1,58.05136489868164%,0.5805136567468406
2,50.0%,0.5
3,50.0%,0.5
4,50.0%,0.5
5,50.0%,0.5
6,50.0%,0.5
7,50.0%,0.5
