user,test_acc,auc
0,60.45003128051758%,0.6045003203074951
1,58.2687873840332%,0.582687865199076
2,50.760650634765625%,0.507606490872211
3,58.37406921386719%,0.583740701381509
4,61.50886535644531%,0.6150886354266868
5,50.05085754394531%,0.5005085607730124
6,61.793922424316406%,0.6179392286716011
7,59.94587326049805%,0.5994587280108254
8,53.22523880004883%,0.5322523792738808
9,54.45931625366211%,0.5445931619401008
