user,test_acc,auc
0,59.481101989746094%,0.5948110185778348
1,58.16007614135742%,0.5816007609729582
2,52.41234588623047%,0.5241234424804404
3,57.25292205810547%,0.572529224229543
4,63.446475982666016%,0.6344647519582245
5,51.508731842041016%,0.5150873029327004
6,59.631866455078125%,0.5963186599142969
7,57.227210998535156%,0.5722721121909214
8,54.37081527709961%,0.5437081424039478
9,53.703948974609375%,0.5370394911211238
