user,test_acc,auc
0,57.22293472290039%,0.5722293401665599
1,57.55537414550781%,0.5755537437151788
2,52.71660232543945%,0.5271660388293249
3,56.30180740356445%,0.5630180658873538
4,58.99409103393555%,0.5899409097155421
5,51.254451751708984%,0.5125444990676385
6,58.726139068603516%,0.5872613946240748
7,55.60954666137695%,0.5560954606962727
8,53.25167465209961%,0.5325167430384209
9,53.12748336791992%,0.5312748476013782
