2023-03-02 11:57:11,618 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-02 11:57:11,618 - FullConnect(
  (linear1): Linear(in_features=39, out_features=40, bias=True)
  (linear2): Linear(in_features=40, out_features=40, bias=True)
  (linear3): Linear(in_features=40, out_features=30, bias=True)
  (linear4): Linear(in_features=30, out_features=30, bias=True)
  (linear5): Linear(in_features=30, out_features=30, bias=True)
  (linear10): Linear(in_features=30, out_features=2, bias=True)
  (relu): ReLU()
)
2023-03-02 11:57:11,618 - This is for user7
2023-03-02 11:57:11,962 - Epoch:0/200,Train Accuracy:49.47761154174805%
2023-03-02 11:57:12,082 - Epoch:1/200,Train Accuracy:51.86567306518555%
2023-03-02 11:57:12,203 - Epoch:2/200,Train Accuracy:50.44776153564453%
2023-03-02 11:57:12,326 - Epoch:3/200,Train Accuracy:52.164180755615234%
2023-03-02 11:57:12,460 - Epoch:4/200,Train Accuracy:50.74626922607422%
2023-03-02 11:57:12,618 - Epoch:5/200,Train Accuracy:51.417911529541016%
2023-03-02 11:57:12,764 - Epoch:6/200,Train Accuracy:51.64179229736328%
2023-03-02 11:57:12,887 - Epoch:7/200,Train Accuracy:52.6119384765625%
2023-03-02 11:57:13,029 - Epoch:8/200,Train Accuracy:52.46268844604492%
2023-03-02 11:57:13,149 - Epoch:9/200,Train Accuracy:52.31343460083008%
2023-03-02 11:57:13,272 - Epoch:10/200,Train Accuracy:53.73134231567383%
2023-03-02 11:57:13,399 - Epoch:11/200,Train Accuracy:56.26865768432617%
2023-03-02 11:57:13,525 - Epoch:12/200,Train Accuracy:52.98507308959961%
2023-03-02 11:57:13,649 - Epoch:13/200,Train Accuracy:56.19403076171875%
2023-03-02 11:57:13,775 - Epoch:14/200,Train Accuracy:55.44776153564453%
2023-03-02 11:57:13,900 - Epoch:15/200,Train Accuracy:56.86567306518555%
2023-03-02 11:57:14,027 - Epoch:16/200,Train Accuracy:56.64179229736328%
2023-03-02 11:57:14,155 - Epoch:17/200,Train Accuracy:54.25373077392578%
2023-03-02 11:57:14,276 - Epoch:18/200,Train Accuracy:57.3880615234375%
2023-03-02 11:57:14,399 - Epoch:19/200,Train Accuracy:57.91044616699219%
2023-03-02 11:57:14,518 - Epoch:20/200,Train Accuracy:56.56716537475586%
