2023-04-06 16:36:03,207 - lr:0.0001,weight_decay:0.1,batch_size:20
2023-04-06 16:36:03,207 - FullConnect(
  (linear1): Linear(in_features=39, out_features=64, bias=True)
  (linear2): Linear(in_features=64, out_features=128, bias=True)
  (linear3): Linear(in_features=128, out_features=64, bias=True)
  (linear11): Linear(in_features=64, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-06 16:36:03,207 - This is for user7
2023-04-06 16:36:03,518 - Epoch:0/300,Train Accuracy:50.970149993896484%
2023-04-06 16:36:03,620 - Epoch:1/300,Train Accuracy:52.164180755615234%
2023-04-06 16:36:03,723 - Epoch:2/300,Train Accuracy:53.73134231567383%
2023-04-06 16:36:03,824 - Epoch:3/300,Train Accuracy:54.25373077392578%
2023-04-06 16:36:03,928 - Epoch:4/300,Train Accuracy:58.208953857421875%
2023-04-06 16:36:04,030 - Epoch:5/300,Train Accuracy:60.07462692260742%
2023-04-06 16:36:04,133 - Epoch:6/300,Train Accuracy:63.13432693481445%
2023-04-06 16:36:04,235 - Epoch:7/300,Train Accuracy:64.10447692871094%
2023-04-06 16:36:04,338 - Epoch:8/300,Train Accuracy:67.31343078613281%
2023-04-06 16:36:04,440 - Epoch:9/300,Train Accuracy:65.59701538085938%
2023-04-06 16:36:04,544 - Epoch:10/300,Train Accuracy:67.46268463134766%
2023-04-06 16:36:04,646 - Epoch:11/300,Train Accuracy:69.10447692871094%
2023-04-06 16:36:04,749 - Epoch:12/300,Train Accuracy:68.50746154785156%
2023-04-06 16:36:04,869 - Epoch:13/300,Train Accuracy:69.55223846435547%
2023-04-06 16:36:04,972 - Epoch:14/300,Train Accuracy:70.82089233398438%
2023-04-06 16:36:05,075 - Epoch:15/300,Train Accuracy:70.67163848876953%
2023-04-06 16:36:05,178 - Epoch:16/300,Train Accuracy:71.41790771484375%
2023-04-06 16:36:05,280 - Epoch:17/300,Train Accuracy:71.19403076171875%
2023-04-06 16:36:05,382 - Epoch:18/300,Train Accuracy:73.28358459472656%
2023-04-06 16:36:05,485 - Epoch:19/300,Train Accuracy:74.32836151123047%
2023-04-06 16:36:05,588 - Epoch:20/300,Train Accuracy:73.28358459472656%
2023-04-06 16:36:05,690 - Epoch:21/300,Train Accuracy:75.29850769042969%
2023-04-06 16:36:05,792 - Epoch:22/300,Train Accuracy:74.55223846435547%
2023-04-06 16:36:05,894 - Epoch:23/300,Train Accuracy:75.14925384521484%
2023-04-06 16:36:05,997 - Epoch:24/300,Train Accuracy:74.32836151123047%
2023-04-06 16:36:06,099 - Epoch:25/300,Train Accuracy:74.70149230957031%
2023-04-06 16:36:06,201 - Epoch:26/300,Train Accuracy:76.0447769165039%
2023-04-06 16:36:06,303 - Epoch:27/300,Train Accuracy:76.0447769165039%
