2023-04-24 16:48:36,424 - lr:0.0001,weight_decay:2,batch_size:20
2023-04-24 16:48:36,424 - FNN(
  (input): Linear(in_features=39, out_features=64, bias=True)
  (hidden): Linear(in_features=64, out_features=64, bias=True)
  (output): Linear(in_features=64, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-24 16:48:36,424 - This is for user20
2023-04-24 16:48:36,825 - Epoch:0/300,Train Accuracy:57.01492691040039%
2023-04-24 16:48:36,899 - Epoch:1/300,Train Accuracy:64.62686920166016%
2023-04-24 16:48:36,969 - Epoch:2/300,Train Accuracy:65.74626922607422%
2023-04-24 16:48:37,039 - Epoch:3/300,Train Accuracy:68.13433074951172%
2023-04-24 16:48:37,112 - Epoch:4/300,Train Accuracy:69.47761535644531%
2023-04-24 16:48:37,182 - Epoch:5/300,Train Accuracy:69.32836151123047%
2023-04-24 16:48:37,252 - Epoch:6/300,Train Accuracy:69.62686920166016%
2023-04-24 16:48:37,336 - Epoch:7/300,Train Accuracy:70.37313079833984%
2023-04-24 16:48:37,407 - Epoch:8/300,Train Accuracy:70.82089233398438%
2023-04-24 16:48:37,509 - Epoch:9/300,Train Accuracy:73.6567153930664%
2023-04-24 16:48:37,580 - Epoch:10/300,Train Accuracy:74.55223846435547%
2023-04-24 16:48:37,651 - Epoch:11/300,Train Accuracy:75.97014617919922%
2023-04-24 16:48:37,721 - Epoch:12/300,Train Accuracy:76.64179229736328%
2023-04-24 16:48:37,791 - Epoch:13/300,Train Accuracy:77.76119232177734%
2023-04-24 16:48:37,861 - Epoch:14/300,Train Accuracy:78.58209228515625%
2023-04-24 16:48:37,931 - Epoch:15/300,Train Accuracy:79.62686920166016%
2023-04-24 16:48:38,001 - Epoch:16/300,Train Accuracy:80.0%
2023-04-24 16:48:38,071 - Epoch:17/300,Train Accuracy:80.59701538085938%
2023-04-24 16:48:38,140 - Epoch:18/300,Train Accuracy:80.67163848876953%
2023-04-24 16:48:38,210 - Epoch:19/300,Train Accuracy:80.89552307128906%
2023-04-24 16:48:38,280 - Epoch:20/300,Train Accuracy:81.0447769165039%
2023-04-24 16:48:38,352 - Epoch:21/300,Train Accuracy:81.5671615600586%
2023-04-24 16:48:38,422 - Epoch:22/300,Train Accuracy:81.3432846069336%
2023-04-24 16:48:38,493 - Epoch:23/300,Train Accuracy:81.79104614257812%
2023-04-24 16:48:38,564 - Epoch:24/300,Train Accuracy:82.01492309570312%
2023-04-24 16:48:38,635 - Epoch:25/300,Train Accuracy:82.46268463134766%
2023-04-24 16:48:38,706 - Epoch:26/300,Train Accuracy:83.13433074951172%
2023-04-24 16:48:38,777 - Epoch:27/300,Train Accuracy:82.68656921386719%
2023-04-24 16:48:38,848 - Epoch:28/300,Train Accuracy:83.6567153930664%
2023-04-24 16:48:38,919 - Epoch:29/300,Train Accuracy:83.4328384399414%
2023-04-24 16:48:38,990 - Epoch:30/300,Train Accuracy:83.88059997558594%
2023-04-24 16:48:39,060 - Epoch:31/300,Train Accuracy:84.17910766601562%
2023-04-24 16:48:39,130 - Epoch:32/300,Train Accuracy:84.10447692871094%
2023-04-24 16:48:39,199 - Epoch:33/300,Train Accuracy:84.47761535644531%
2023-04-24 16:48:39,268 - Epoch:34/300,Train Accuracy:84.62686920166016%
2023-04-24 16:48:39,338 - Epoch:35/300,Train Accuracy:84.62686920166016%
