2023-03-07 22:53:51,809 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-07 22:53:51,809 - FullConnect(
  (linear1): Linear(in_features=39, out_features=256, bias=True)
  (linear2): Linear(in_features=256, out_features=256, bias=True)
  (linear3): Linear(in_features=256, out_features=128, bias=True)
  (linear4): Linear(in_features=128, out_features=128, bias=True)
  (linear5): Linear(in_features=128, out_features=64, bias=True)
  (linear6): Linear(in_features=64, out_features=64, bias=True)
  (linear7): Linear(in_features=64, out_features=40, bias=True)
  (linear9): Linear(in_features=40, out_features=40, bias=True)
  (linear10): Linear(in_features=40, out_features=40, bias=True)
  (linear8): Linear(in_features=40, out_features=2, bias=True)
  (relu): ReLU()
)
2023-03-07 22:53:51,809 - This is for user7
2023-03-07 22:53:52,258 - Epoch:0/200,Train Accuracy:62.6119384765625%
2023-03-07 22:53:52,497 - Epoch:1/200,Train Accuracy:69.55223846435547%
2023-03-07 22:53:52,732 - Epoch:2/200,Train Accuracy:68.50746154785156%
2023-03-07 22:53:52,968 - Epoch:3/200,Train Accuracy:69.776123046875%
2023-03-07 22:53:53,203 - Epoch:4/200,Train Accuracy:68.13433074951172%
2023-03-07 22:53:53,439 - Epoch:5/200,Train Accuracy:70.67163848876953%
2023-03-07 22:53:53,669 - Epoch:6/200,Train Accuracy:69.47761535644531%
2023-03-07 22:53:53,902 - Epoch:7/200,Train Accuracy:66.11940002441406%
2023-03-07 22:53:54,136 - Epoch:8/200,Train Accuracy:69.17910766601562%
2023-03-07 22:53:54,370 - Epoch:9/200,Train Accuracy:70.29850769042969%
2023-03-07 22:53:54,604 - Epoch:10/200,Train Accuracy:70.29850769042969%
2023-03-07 22:53:54,833 - Epoch:11/200,Train Accuracy:71.2686538696289%
2023-03-07 22:53:55,068 - Epoch:12/200,Train Accuracy:69.92537689208984%
2023-03-07 22:53:55,300 - Epoch:13/200,Train Accuracy:71.5671615600586%
2023-03-07 22:53:55,533 - Epoch:14/200,Train Accuracy:70.223876953125%
2023-03-07 22:53:55,767 - Epoch:15/200,Train Accuracy:68.58209228515625%
2023-03-07 22:53:56,000 - Epoch:16/200,Train Accuracy:70.37313079833984%
2023-03-07 22:53:56,234 - Epoch:17/200,Train Accuracy:69.32836151123047%
2023-03-07 22:53:56,475 - Epoch:18/200,Train Accuracy:71.41790771484375%
2023-03-07 22:53:56,716 - Epoch:19/200,Train Accuracy:70.37313079833984%
2023-03-07 22:53:56,952 - Epoch:20/200,Train Accuracy:71.79104614257812%
2023-03-07 22:53:57,191 - Epoch:21/200,Train Accuracy:70.44776153564453%
2023-03-07 22:53:57,431 - Epoch:22/200,Train Accuracy:69.40298461914062%
2023-03-07 22:53:57,666 - Epoch:23/200,Train Accuracy:71.71641540527344%
2023-03-07 22:53:57,905 - Epoch:24/200,Train Accuracy:71.79104614257812%
2023-03-07 22:53:58,143 - Epoch:25/200,Train Accuracy:72.53731536865234%
2023-03-07 22:53:58,380 - Epoch:26/200,Train Accuracy:69.55223846435547%
2023-03-07 22:53:58,624 - Epoch:27/200,Train Accuracy:70.59701538085938%
2023-03-07 22:53:58,863 - Epoch:28/200,Train Accuracy:71.11940002441406%
2023-03-07 22:53:59,102 - Epoch:29/200,Train Accuracy:72.68656921386719%
2023-03-07 22:53:59,343 - Epoch:30/200,Train Accuracy:71.49253845214844%
2023-03-07 22:53:59,585 - Epoch:31/200,Train Accuracy:70.37313079833984%
2023-03-07 22:53:59,828 - Epoch:32/200,Train Accuracy:70.44776153564453%
2023-03-07 22:54:00,071 - Epoch:33/200,Train Accuracy:72.98507690429688%
2023-03-07 22:54:00,315 - Epoch:34/200,Train Accuracy:72.16417694091797%
2023-03-07 22:54:00,557 - Epoch:35/200,Train Accuracy:72.6119384765625%
2023-03-07 22:54:00,795 - Epoch:36/200,Train Accuracy:74.10447692871094%
2023-03-07 22:54:01,031 - Epoch:37/200,Train Accuracy:72.16417694091797%
2023-03-07 22:54:01,275 - Epoch:38/200,Train Accuracy:72.46268463134766%
2023-03-07 22:54:01,519 - Epoch:39/200,Train Accuracy:72.53731536865234%
2023-03-07 22:54:01,763 - Epoch:40/200,Train Accuracy:72.68656921386719%
2023-03-07 22:54:02,007 - Epoch:41/200,Train Accuracy:71.19403076171875%
2023-03-07 22:54:02,252 - Epoch:42/200,Train Accuracy:71.5671615600586%
2023-03-07 22:54:02,500 - Epoch:43/200,Train Accuracy:71.19403076171875%
2023-03-07 22:54:02,742 - Epoch:44/200,Train Accuracy:68.9552230834961%
2023-03-07 22:54:02,984 - Epoch:45/200,Train Accuracy:71.0447769165039%
2023-03-07 22:54:03,228 - Epoch:46/200,Train Accuracy:72.31343078613281%
2023-03-07 22:54:03,472 - Epoch:47/200,Train Accuracy:72.16417694091797%
2023-03-07 22:54:03,717 - Epoch:48/200,Train Accuracy:74.10447692871094%
2023-03-07 22:54:03,966 - Epoch:49/200,Train Accuracy:73.28358459472656%
2023-03-07 22:54:04,217 - Epoch:50/200,Train Accuracy:75.82089233398438%
2023-03-07 22:54:04,467 - Epoch:51/200,Train Accuracy:71.79104614257812%
2023-03-07 22:54:04,713 - Epoch:52/200,Train Accuracy:72.16417694091797%
2023-03-07 22:54:04,960 - Epoch:53/200,Train Accuracy:73.58209228515625%
2023-03-07 22:54:05,211 - Epoch:54/200,Train Accuracy:72.3880615234375%
2023-03-07 22:54:05,462 - Epoch:55/200,Train Accuracy:72.68656921386719%
2023-03-07 22:54:05,717 - Epoch:56/200,Train Accuracy:74.47761535644531%
2023-03-07 22:54:05,969 - Epoch:57/200,Train Accuracy:74.32836151123047%
2023-03-07 22:54:06,217 - Epoch:58/200,Train Accuracy:73.58209228515625%
2023-03-07 22:54:06,466 - Epoch:59/200,Train Accuracy:74.85074615478516%
2023-03-07 22:54:06,723 - Epoch:60/200,Train Accuracy:75.223876953125%
2023-03-07 22:54:06,972 - Epoch:61/200,Train Accuracy:74.70149230957031%
2023-03-07 22:54:07,224 - Epoch:62/200,Train Accuracy:74.70149230957031%
2023-03-07 22:54:07,484 - Epoch:63/200,Train Accuracy:72.83582305908203%
2023-03-07 22:54:07,734 - Epoch:64/200,Train Accuracy:73.20895385742188%
2023-03-07 22:54:07,980 - Epoch:65/200,Train Accuracy:74.17910766601562%
2023-03-07 22:54:08,228 - Epoch:66/200,Train Accuracy:72.91044616699219%
2023-03-07 22:54:08,473 - Epoch:67/200,Train Accuracy:71.71641540527344%
2023-03-07 22:54:08,719 - Epoch:68/200,Train Accuracy:72.16417694091797%
2023-03-07 22:54:08,965 - Epoch:69/200,Train Accuracy:74.32836151123047%
2023-03-07 22:54:09,209 - Epoch:70/200,Train Accuracy:74.10447692871094%
2023-03-07 22:54:09,460 - Epoch:71/200,Train Accuracy:74.25373077392578%
2023-03-07 22:54:09,708 - Epoch:72/200,Train Accuracy:73.13433074951172%
2023-03-07 22:54:09,950 - Epoch:73/200,Train Accuracy:73.80596923828125%
2023-03-07 22:54:10,197 - Epoch:74/200,Train Accuracy:74.17910766601562%
2023-03-07 22:54:10,439 - Epoch:75/200,Train Accuracy:73.35820770263672%
2023-03-07 22:54:10,679 - Epoch:76/200,Train Accuracy:72.68656921386719%
2023-03-07 22:54:10,920 - Epoch:77/200,Train Accuracy:74.92537689208984%
2023-03-07 22:54:11,163 - Epoch:78/200,Train Accuracy:73.7313461303711%
2023-03-07 22:54:11,404 - Epoch:79/200,Train Accuracy:72.6119384765625%
2023-03-07 22:54:11,647 - Epoch:80/200,Train Accuracy:68.80596923828125%
2023-03-07 22:54:11,896 - Epoch:81/200,Train Accuracy:70.07462310791016%
2023-03-07 22:54:12,141 - Epoch:82/200,Train Accuracy:75.14925384521484%
2023-03-07 22:54:12,387 - Epoch:83/200,Train Accuracy:74.02985382080078%
2023-03-07 22:54:12,631 - Epoch:84/200,Train Accuracy:74.70149230957031%
2023-03-07 22:54:12,876 - Epoch:85/200,Train Accuracy:75.14925384521484%
2023-03-07 22:54:13,120 - Epoch:86/200,Train Accuracy:70.37313079833984%
2023-03-07 22:54:13,365 - Epoch:87/200,Train Accuracy:71.41790771484375%
2023-03-07 22:54:13,611 - Epoch:88/200,Train Accuracy:72.98507690429688%
2023-03-07 22:54:13,859 - Epoch:89/200,Train Accuracy:72.83582305908203%
2023-03-07 22:54:14,104 - Epoch:90/200,Train Accuracy:72.6119384765625%
2023-03-07 22:54:14,350 - Epoch:91/200,Train Accuracy:70.44776153564453%
2023-03-07 22:54:14,594 - Epoch:92/200,Train Accuracy:72.98507690429688%
2023-03-07 22:54:14,837 - Epoch:93/200,Train Accuracy:74.10447692871094%
2023-03-07 22:54:15,083 - Epoch:94/200,Train Accuracy:74.25373077392578%
