2023-04-19 15:03:08,400 - lr:0.0001,weight_decay:0.1,batch_size:20
2023-04-19 15:03:08,401 - FNN(
  (input): Linear(in_features=39, out_features=64, bias=True)
  (hidden): Linear(in_features=64, out_features=64, bias=True)
  (output): Linear(in_features=64, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-19 15:03:08,401 - This is for user7
2023-04-19 15:03:08,766 - Epoch:0/300,Train Accuracy:51.49253845214844%
2023-04-19 15:03:08,853 - Epoch:1/300,Train Accuracy:61.64179229736328%
2023-04-19 15:03:08,941 - Epoch:2/300,Train Accuracy:66.19403076171875%
2023-04-19 15:03:09,049 - Epoch:3/300,Train Accuracy:67.53731536865234%
2023-04-19 15:03:09,140 - Epoch:4/300,Train Accuracy:69.70149230957031%
2023-04-19 15:03:09,227 - Epoch:5/300,Train Accuracy:69.85074615478516%
2023-04-19 15:03:09,315 - Epoch:6/300,Train Accuracy:70.82089233398438%
2023-04-19 15:03:09,404 - Epoch:7/300,Train Accuracy:71.19403076171875%
2023-04-19 15:03:09,493 - Epoch:8/300,Train Accuracy:72.46268463134766%
2023-04-19 15:03:09,582 - Epoch:9/300,Train Accuracy:74.17910766601562%
2023-04-19 15:03:09,685 - Epoch:10/300,Train Accuracy:75.44776153564453%
2023-04-19 15:03:09,773 - Epoch:11/300,Train Accuracy:77.08955383300781%
2023-04-19 15:03:09,860 - Epoch:12/300,Train Accuracy:78.7313461303711%
2023-04-19 15:03:09,949 - Epoch:13/300,Train Accuracy:79.62686920166016%
2023-04-19 15:03:10,036 - Epoch:14/300,Train Accuracy:80.0%
2023-04-19 15:03:10,124 - Epoch:15/300,Train Accuracy:80.52238464355469%
2023-04-19 15:03:10,211 - Epoch:16/300,Train Accuracy:80.89552307128906%
2023-04-19 15:03:10,299 - Epoch:17/300,Train Accuracy:81.19403076171875%
2023-04-19 15:03:10,387 - Epoch:18/300,Train Accuracy:81.3432846069336%
2023-04-19 15:03:10,475 - Epoch:19/300,Train Accuracy:82.16417694091797%
2023-04-19 15:03:10,563 - Epoch:20/300,Train Accuracy:82.98507690429688%
2023-04-19 15:03:10,650 - Epoch:21/300,Train Accuracy:83.58209228515625%
2023-04-19 15:03:10,741 - Epoch:22/300,Train Accuracy:83.20895385742188%
2023-04-19 15:03:10,828 - Epoch:23/300,Train Accuracy:83.88059997558594%
2023-04-19 15:03:10,916 - Epoch:24/300,Train Accuracy:84.62686920166016%
2023-04-19 15:03:11,004 - Epoch:25/300,Train Accuracy:84.776123046875%
2023-04-19 15:03:11,094 - Epoch:26/300,Train Accuracy:85.07462310791016%
2023-04-19 15:03:11,181 - Epoch:27/300,Train Accuracy:85.67163848876953%
2023-04-19 15:03:11,268 - Epoch:28/300,Train Accuracy:85.44776153564453%
2023-04-19 15:03:11,355 - Epoch:29/300,Train Accuracy:86.0447769165039%
2023-04-19 15:03:11,443 - Epoch:30/300,Train Accuracy:85.74626922607422%
2023-04-19 15:03:11,532 - Epoch:31/300,Train Accuracy:86.5671615600586%
2023-04-19 15:03:11,620 - Epoch:32/300,Train Accuracy:86.49253845214844%
2023-04-19 15:03:11,708 - Epoch:33/300,Train Accuracy:86.64179229736328%
2023-04-19 15:03:11,796 - Epoch:34/300,Train Accuracy:87.16417694091797%
2023-04-19 15:03:11,883 - Epoch:35/300,Train Accuracy:86.86566925048828%
