2023-04-06 15:28:27,756 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-04-06 15:28:27,756 - FullConnect(
  (linear1): Linear(in_features=39, out_features=256, bias=True)
  (linear2): Linear(in_features=256, out_features=256, bias=True)
  (linear3): Linear(in_features=256, out_features=128, bias=True)
  (linear4): Linear(in_features=128, out_features=128, bias=True)
  (linear5): Linear(in_features=128, out_features=64, bias=True)
  (linear6): Linear(in_features=64, out_features=64, bias=True)
  (linear7): Linear(in_features=64, out_features=40, bias=True)
  (linear8): Linear(in_features=40, out_features=40, bias=True)
  (linear9): Linear(in_features=40, out_features=40, bias=True)
  (linear10): Linear(in_features=40, out_features=40, bias=True)
  (linear11): Linear(in_features=40, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-06 15:28:27,757 - This is for user7
2023-04-06 15:28:39,344 - Epoch:0/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:39,644 - Epoch:1/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:39,932 - Epoch:2/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:40,222 - Epoch:3/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:40,523 - Epoch:4/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:40,812 - Epoch:5/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:41,103 - Epoch:6/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:41,395 - Epoch:7/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:41,692 - Epoch:8/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:41,984 - Epoch:9/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:42,271 - Epoch:10/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:42,557 - Epoch:11/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:42,844 - Epoch:12/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:43,132 - Epoch:13/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:43,421 - Epoch:14/200,Train Accuracy:49.17910385131836%
2023-04-06 15:28:43,712 - Epoch:15/200,Train Accuracy:49.776119232177734%
2023-04-06 15:28:44,002 - Epoch:16/200,Train Accuracy:53.13432693481445%
2023-04-06 15:28:44,290 - Epoch:17/200,Train Accuracy:67.83582305908203%
2023-04-06 15:28:44,570 - Epoch:18/200,Train Accuracy:71.41790771484375%
2023-04-06 15:28:44,853 - Epoch:19/200,Train Accuracy:70.59701538085938%
2023-04-06 15:28:45,140 - Epoch:20/200,Train Accuracy:70.67163848876953%
2023-04-06 15:28:45,452 - Epoch:21/200,Train Accuracy:71.11940002441406%
2023-04-06 15:28:45,735 - Epoch:22/200,Train Accuracy:71.49253845214844%
2023-04-06 15:28:46,017 - Epoch:23/200,Train Accuracy:72.46268463134766%
2023-04-06 15:28:46,301 - Epoch:24/200,Train Accuracy:73.28358459472656%
2023-04-06 15:28:46,585 - Epoch:25/200,Train Accuracy:74.17910766601562%
2023-04-06 15:28:46,869 - Epoch:26/200,Train Accuracy:75.14925384521484%
2023-04-06 15:28:47,153 - Epoch:27/200,Train Accuracy:75.97014617919922%
2023-04-06 15:28:47,437 - Epoch:28/200,Train Accuracy:77.08955383300781%
2023-04-06 15:28:47,722 - Epoch:29/200,Train Accuracy:77.68656921386719%
2023-04-06 15:28:48,008 - Epoch:30/200,Train Accuracy:78.35820770263672%
2023-04-06 15:28:48,289 - Epoch:31/200,Train Accuracy:78.80596923828125%
2023-04-06 15:28:48,574 - Epoch:32/200,Train Accuracy:78.6567153930664%
2023-04-06 15:28:48,865 - Epoch:33/200,Train Accuracy:79.10447692871094%
2023-04-06 15:28:49,156 - Epoch:34/200,Train Accuracy:79.10447692871094%
2023-04-06 15:28:49,443 - Epoch:35/200,Train Accuracy:79.32836151123047%
2023-04-06 15:28:49,736 - Epoch:36/200,Train Accuracy:79.776123046875%
2023-04-06 15:28:50,028 - Epoch:37/200,Train Accuracy:79.776123046875%
2023-04-06 15:28:50,318 - Epoch:38/200,Train Accuracy:79.776123046875%
2023-04-06 15:28:50,608 - Epoch:39/200,Train Accuracy:79.92537689208984%
2023-04-06 15:28:50,897 - Epoch:40/200,Train Accuracy:80.37313079833984%
2023-04-06 15:28:51,188 - Epoch:41/200,Train Accuracy:80.37313079833984%
2023-04-06 15:28:51,480 - Epoch:42/200,Train Accuracy:80.52238464355469%
2023-04-06 15:28:51,772 - Epoch:43/200,Train Accuracy:80.37313079833984%
2023-04-06 15:28:52,079 - Epoch:44/200,Train Accuracy:80.74626922607422%
2023-04-06 15:28:52,370 - Epoch:45/200,Train Accuracy:80.67163848876953%
2023-04-06 15:28:52,656 - Epoch:46/200,Train Accuracy:80.97014617919922%
2023-04-06 15:28:52,940 - Epoch:47/200,Train Accuracy:81.2686538696289%
2023-04-06 15:28:53,234 - Epoch:48/200,Train Accuracy:81.3432846069336%
2023-04-06 15:28:53,528 - Epoch:49/200,Train Accuracy:81.64179229736328%
2023-04-06 15:28:53,812 - Epoch:50/200,Train Accuracy:82.16417694091797%
2023-04-06 15:28:54,102 - Epoch:51/200,Train Accuracy:82.16417694091797%
2023-04-06 15:28:54,395 - Epoch:52/200,Train Accuracy:82.53731536865234%
2023-04-06 15:28:54,692 - Epoch:53/200,Train Accuracy:82.6119384765625%
2023-04-06 15:28:54,980 - Epoch:54/200,Train Accuracy:82.83582305908203%
2023-04-06 15:28:55,264 - Epoch:55/200,Train Accuracy:82.46268463134766%
2023-04-06 15:28:55,566 - Epoch:56/200,Train Accuracy:82.91044616699219%
2023-04-06 15:28:55,845 - Epoch:57/200,Train Accuracy:82.76119232177734%
2023-04-06 15:28:56,129 - Epoch:58/200,Train Accuracy:83.28358459472656%
2023-04-06 15:28:56,409 - Epoch:59/200,Train Accuracy:83.13433074951172%
2023-04-06 15:28:56,697 - Epoch:60/200,Train Accuracy:83.35820770263672%
2023-04-06 15:28:56,983 - Epoch:61/200,Train Accuracy:83.7313461303711%
2023-04-06 15:28:57,267 - Epoch:62/200,Train Accuracy:83.58209228515625%
2023-04-06 15:28:57,548 - Epoch:63/200,Train Accuracy:83.88059997558594%
2023-04-06 15:28:57,827 - Epoch:64/200,Train Accuracy:83.88059997558594%
2023-04-06 15:28:58,125 - Epoch:65/200,Train Accuracy:83.80596923828125%
2023-04-06 15:28:58,407 - Epoch:66/200,Train Accuracy:83.80596923828125%
2023-04-06 15:28:58,690 - Epoch:67/200,Train Accuracy:83.88059997558594%
2023-04-06 15:28:58,973 - Epoch:68/200,Train Accuracy:84.40298461914062%
2023-04-06 15:28:59,257 - Epoch:69/200,Train Accuracy:84.25373077392578%
2023-04-06 15:28:59,544 - Epoch:70/200,Train Accuracy:84.10447692871094%
2023-04-06 15:28:59,827 - Epoch:71/200,Train Accuracy:84.55223846435547%
2023-04-06 15:29:00,121 - Epoch:72/200,Train Accuracy:84.47761535644531%
2023-04-06 15:29:00,414 - Epoch:73/200,Train Accuracy:85.223876953125%
2023-04-06 15:29:00,715 - Epoch:74/200,Train Accuracy:84.47761535644531%
2023-04-06 15:29:01,023 - Epoch:75/200,Train Accuracy:85.67163848876953%
2023-04-06 15:29:01,320 - Epoch:76/200,Train Accuracy:85.59701538085938%
2023-04-06 15:29:01,604 - Epoch:77/200,Train Accuracy:85.59701538085938%
2023-04-06 15:29:01,891 - Epoch:78/200,Train Accuracy:85.67163848876953%
2023-04-06 15:29:02,181 - Epoch:79/200,Train Accuracy:85.74626922607422%
2023-04-06 15:29:02,476 - Epoch:80/200,Train Accuracy:85.97014617919922%
2023-04-06 15:29:02,766 - Epoch:81/200,Train Accuracy:85.82089233398438%
2023-04-06 15:29:03,092 - Epoch:82/200,Train Accuracy:86.0447769165039%
2023-04-06 15:29:03,384 - Epoch:83/200,Train Accuracy:86.41790771484375%
2023-04-06 15:29:03,670 - Epoch:84/200,Train Accuracy:86.2686538696289%
2023-04-06 15:29:03,966 - Epoch:85/200,Train Accuracy:87.16417694091797%
2023-04-06 15:29:04,272 - Epoch:86/200,Train Accuracy:87.01492309570312%
2023-04-06 15:29:04,570 - Epoch:87/200,Train Accuracy:87.31343078613281%
2023-04-06 15:29:04,869 - Epoch:88/200,Train Accuracy:86.71641540527344%
2023-04-06 15:29:05,177 - Epoch:89/200,Train Accuracy:86.94029998779297%
2023-04-06 15:29:05,478 - Epoch:90/200,Train Accuracy:87.08955383300781%
2023-04-06 15:29:05,774 - Epoch:91/200,Train Accuracy:87.23880767822266%
2023-04-06 15:29:06,074 - Epoch:92/200,Train Accuracy:87.16417694091797%
2023-04-06 15:29:06,384 - Epoch:93/200,Train Accuracy:87.6119384765625%
2023-04-06 15:29:06,684 - Epoch:94/200,Train Accuracy:87.91044616699219%
