2023-03-07 22:26:25,514 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-07 22:26:25,514 - FullConnect(
  (linear1): Linear(in_features=39, out_features=256, bias=True)
  (linear2): Linear(in_features=256, out_features=256, bias=True)
  (linear3): Linear(in_features=256, out_features=128, bias=True)
  (linear4): Linear(in_features=128, out_features=128, bias=True)
  (linear5): Linear(in_features=128, out_features=64, bias=True)
  (linear6): Linear(in_features=64, out_features=64, bias=True)
  (linear7): Linear(in_features=64, out_features=40, bias=True)
  (linear8): Linear(in_features=40, out_features=2, bias=True)
  (relu): ReLU()
)
2023-03-07 22:26:25,515 - This is for user7
2023-03-07 22:26:25,941 - Epoch:0/200,Train Accuracy:55.970149993896484%
2023-03-07 22:26:26,155 - Epoch:1/200,Train Accuracy:64.17910766601562%
2023-03-07 22:26:26,373 - Epoch:2/200,Train Accuracy:65.89552307128906%
2023-03-07 22:26:26,590 - Epoch:3/200,Train Accuracy:65.74626922607422%
2023-03-07 22:26:26,806 - Epoch:4/200,Train Accuracy:67.3880615234375%
2023-03-07 22:26:27,029 - Epoch:5/200,Train Accuracy:69.40298461914062%
2023-03-07 22:26:27,250 - Epoch:6/200,Train Accuracy:70.89552307128906%
2023-03-07 22:26:27,470 - Epoch:7/200,Train Accuracy:67.76119232177734%
2023-03-07 22:26:27,688 - Epoch:8/200,Train Accuracy:70.44776153564453%
2023-03-07 22:26:27,906 - Epoch:9/200,Train Accuracy:70.07462310791016%
2023-03-07 22:26:28,121 - Epoch:10/200,Train Accuracy:70.89552307128906%
2023-03-07 22:26:28,344 - Epoch:11/200,Train Accuracy:71.71641540527344%
2023-03-07 22:26:28,565 - Epoch:12/200,Train Accuracy:70.223876953125%
2023-03-07 22:26:28,790 - Epoch:13/200,Train Accuracy:68.9552230834961%
2023-03-07 22:26:29,010 - Epoch:14/200,Train Accuracy:71.0447769165039%
2023-03-07 22:26:29,232 - Epoch:15/200,Train Accuracy:71.41790771484375%
2023-03-07 22:26:29,452 - Epoch:16/200,Train Accuracy:73.20895385742188%
2023-03-07 22:26:29,671 - Epoch:17/200,Train Accuracy:71.79104614257812%
2023-03-07 22:26:29,890 - Epoch:18/200,Train Accuracy:71.71641540527344%
2023-03-07 22:26:30,132 - Epoch:19/200,Train Accuracy:69.92537689208984%
2023-03-07 22:26:30,363 - Epoch:20/200,Train Accuracy:71.64179229736328%
2023-03-07 22:26:30,597 - Epoch:21/200,Train Accuracy:72.6119384765625%
2023-03-07 22:26:30,835 - Epoch:22/200,Train Accuracy:71.86566925048828%
2023-03-07 22:26:31,069 - Epoch:23/200,Train Accuracy:72.53731536865234%
2023-03-07 22:26:31,313 - Epoch:24/200,Train Accuracy:70.52238464355469%
2023-03-07 22:26:31,553 - Epoch:25/200,Train Accuracy:68.35820770263672%
2023-03-07 22:26:31,789 - Epoch:26/200,Train Accuracy:68.4328384399414%
2023-03-07 22:26:32,026 - Epoch:27/200,Train Accuracy:73.4328384399414%
2023-03-07 22:26:32,264 - Epoch:28/200,Train Accuracy:67.3880615234375%
2023-03-07 22:26:32,497 - Epoch:29/200,Train Accuracy:72.83582305908203%
2023-03-07 22:26:32,733 - Epoch:30/200,Train Accuracy:71.5671615600586%
2023-03-07 22:26:32,969 - Epoch:31/200,Train Accuracy:72.31343078613281%
2023-03-07 22:26:33,212 - Epoch:32/200,Train Accuracy:72.6119384765625%
2023-03-07 22:26:33,452 - Epoch:33/200,Train Accuracy:74.02985382080078%
2023-03-07 22:26:33,704 - Epoch:34/200,Train Accuracy:70.67163848876953%
2023-03-07 22:26:33,951 - Epoch:35/200,Train Accuracy:72.08955383300781%
2023-03-07 22:26:34,199 - Epoch:36/200,Train Accuracy:71.0447769165039%
2023-03-07 22:26:34,446 - Epoch:37/200,Train Accuracy:72.23880767822266%
2023-03-07 22:26:34,690 - Epoch:38/200,Train Accuracy:71.41790771484375%
2023-03-07 22:26:34,938 - Epoch:39/200,Train Accuracy:72.31343078613281%
2023-03-07 22:26:35,182 - Epoch:40/200,Train Accuracy:75.0%
2023-03-07 22:26:35,432 - Epoch:41/200,Train Accuracy:71.94029998779297%
2023-03-07 22:26:35,680 - Epoch:42/200,Train Accuracy:70.0%
2023-03-07 22:26:35,923 - Epoch:43/200,Train Accuracy:72.98507690429688%
2023-03-07 22:26:36,171 - Epoch:44/200,Train Accuracy:70.82089233398438%
2023-03-07 22:26:36,420 - Epoch:45/200,Train Accuracy:71.86566925048828%
2023-03-07 22:26:36,666 - Epoch:46/200,Train Accuracy:72.23880767822266%
2023-03-07 22:26:36,912 - Epoch:47/200,Train Accuracy:71.41790771484375%
2023-03-07 22:26:37,156 - Epoch:48/200,Train Accuracy:71.64179229736328%
2023-03-07 22:26:37,397 - Epoch:49/200,Train Accuracy:73.20895385742188%
2023-03-07 22:26:37,637 - Epoch:50/200,Train Accuracy:75.74626922607422%
2023-03-07 22:26:37,874 - Epoch:51/200,Train Accuracy:73.20895385742188%
2023-03-07 22:26:38,106 - Epoch:52/200,Train Accuracy:70.82089233398438%
2023-03-07 22:26:38,345 - Epoch:53/200,Train Accuracy:73.28358459472656%
2023-03-07 22:26:38,588 - Epoch:54/200,Train Accuracy:76.5671615600586%
2023-03-07 22:26:38,824 - Epoch:55/200,Train Accuracy:73.6567153930664%
2023-03-07 22:26:39,065 - Epoch:56/200,Train Accuracy:70.67163848876953%
2023-03-07 22:26:39,298 - Epoch:57/200,Train Accuracy:73.88059997558594%
2023-03-07 22:26:39,538 - Epoch:58/200,Train Accuracy:74.85074615478516%
2023-03-07 22:26:39,772 - Epoch:59/200,Train Accuracy:74.776123046875%
2023-03-07 22:26:39,999 - Epoch:60/200,Train Accuracy:74.47761535644531%
2023-03-07 22:26:40,231 - Epoch:61/200,Train Accuracy:69.92537689208984%
2023-03-07 22:26:40,453 - Epoch:62/200,Train Accuracy:72.08955383300781%
2023-03-07 22:26:40,682 - Epoch:63/200,Train Accuracy:73.13433074951172%
2023-03-07 22:26:40,909 - Epoch:64/200,Train Accuracy:74.25373077392578%
2023-03-07 22:26:41,143 - Epoch:65/200,Train Accuracy:74.62686920166016%
2023-03-07 22:26:41,382 - Epoch:66/200,Train Accuracy:72.01492309570312%
2023-03-07 22:26:41,620 - Epoch:67/200,Train Accuracy:73.80596923828125%
2023-03-07 22:26:41,853 - Epoch:68/200,Train Accuracy:75.0%
2023-03-07 22:26:42,082 - Epoch:69/200,Train Accuracy:76.3432846069336%
2023-03-07 22:26:42,313 - Epoch:70/200,Train Accuracy:75.97014617919922%
2023-03-07 22:26:42,548 - Epoch:71/200,Train Accuracy:75.29850769042969%
2023-03-07 22:26:42,789 - Epoch:72/200,Train Accuracy:74.70149230957031%
2023-03-07 22:26:43,028 - Epoch:73/200,Train Accuracy:76.3432846069336%
2023-03-07 22:26:43,265 - Epoch:74/200,Train Accuracy:73.05970001220703%
2023-03-07 22:26:43,502 - Epoch:75/200,Train Accuracy:73.58209228515625%
2023-03-07 22:26:43,737 - Epoch:76/200,Train Accuracy:73.58209228515625%
2023-03-07 22:26:43,970 - Epoch:77/200,Train Accuracy:76.5671615600586%
2023-03-07 22:26:44,206 - Epoch:78/200,Train Accuracy:75.74626922607422%
2023-03-07 22:26:44,442 - Epoch:79/200,Train Accuracy:78.05970001220703%
2023-03-07 22:26:44,677 - Epoch:80/200,Train Accuracy:73.6567153930664%
2023-03-07 22:26:44,920 - Epoch:81/200,Train Accuracy:75.52238464355469%
2023-03-07 22:26:45,165 - Epoch:82/200,Train Accuracy:76.71641540527344%
2023-03-07 22:26:45,399 - Epoch:83/200,Train Accuracy:72.53731536865234%
2023-03-07 22:26:45,632 - Epoch:84/200,Train Accuracy:75.07462310791016%
2023-03-07 22:26:45,867 - Epoch:85/200,Train Accuracy:75.74626922607422%
2023-03-07 22:26:46,103 - Epoch:86/200,Train Accuracy:72.68656921386719%
2023-03-07 22:26:46,339 - Epoch:87/200,Train Accuracy:73.28358459472656%
2023-03-07 22:26:46,580 - Epoch:88/200,Train Accuracy:75.07462310791016%
2023-03-07 22:26:46,819 - Epoch:89/200,Train Accuracy:76.41790771484375%
2023-03-07 22:26:47,059 - Epoch:90/200,Train Accuracy:77.31343078613281%
2023-03-07 22:26:47,301 - Epoch:91/200,Train Accuracy:73.80596923828125%
2023-03-07 22:26:47,537 - Epoch:92/200,Train Accuracy:76.94029998779297%
2023-03-07 22:26:47,773 - Epoch:93/200,Train Accuracy:75.07462310791016%
2023-03-07 22:26:48,008 - Epoch:94/200,Train Accuracy:76.86566925048828%
2023-03-07 22:26:48,247 - Epoch:95/200,Train Accuracy:75.223876953125%
2023-03-07 22:26:48,499 - Epoch:96/200,Train Accuracy:74.40298461914062%
