2023-03-07 21:08:40,253 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-07 21:08:40,254 - FullConnect(
  (fc1): Linear(in_features=39, out_features=40, bias=True)
  (relu1): ReLU()
  (fc2): Linear(in_features=40, out_features=40, bias=True)
  (tanh2): Tanh()
  (fc3): Linear(in_features=40, out_features=30, bias=True)
  (elu3): ELU(alpha=1.0)
  (fc4): Linear(in_features=30, out_features=2, bias=True)
)
2023-03-07 21:08:40,254 - This is for user7
2023-03-07 21:08:40,582 - Epoch:0/200,Train Accuracy:65.52238464355469%
2023-03-07 21:08:40,683 - Epoch:1/200,Train Accuracy:65.37313079833984%
2023-03-07 21:08:40,785 - Epoch:2/200,Train Accuracy:65.29850769042969%
2023-03-07 21:08:40,895 - Epoch:3/200,Train Accuracy:65.82089233398438%
2023-03-07 21:08:41,002 - Epoch:4/200,Train Accuracy:64.70149230957031%
2023-03-07 21:08:41,101 - Epoch:5/200,Train Accuracy:63.73134231567383%
2023-03-07 21:08:41,202 - Epoch:6/200,Train Accuracy:60.970149993896484%
2023-03-07 21:08:41,302 - Epoch:7/200,Train Accuracy:59.029850006103516%
2023-03-07 21:08:41,402 - Epoch:8/200,Train Accuracy:59.029850006103516%
2023-03-07 21:08:41,502 - Epoch:9/200,Train Accuracy:58.208953857421875%
2023-03-07 21:08:41,603 - Epoch:10/200,Train Accuracy:56.56716537475586%
2023-03-07 21:08:41,702 - Epoch:11/200,Train Accuracy:56.11940383911133%
2023-03-07 21:08:41,803 - Epoch:12/200,Train Accuracy:55.970149993896484%
2023-03-07 21:08:41,903 - Epoch:13/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,003 - Epoch:14/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,104 - Epoch:15/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,204 - Epoch:16/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,303 - Epoch:17/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,403 - Epoch:18/200,Train Accuracy:54.850746154785156%
2023-03-07 21:08:42,502 - Epoch:19/200,Train Accuracy:54.92537307739258%
2023-03-07 21:08:42,601 - Epoch:20/200,Train Accuracy:54.776119232177734%
2023-03-07 21:08:42,701 - Epoch:21/200,Train Accuracy:54.776119232177734%
2023-03-07 21:08:42,802 - Epoch:22/200,Train Accuracy:54.776119232177734%
2023-03-07 21:08:42,901 - Epoch:23/200,Train Accuracy:54.62686538696289%
2023-03-07 21:08:43,002 - Epoch:24/200,Train Accuracy:54.47761154174805%
2023-03-07 21:08:43,102 - Epoch:25/200,Train Accuracy:54.55223846435547%
2023-03-07 21:08:43,203 - Epoch:26/200,Train Accuracy:54.55223846435547%
2023-03-07 21:08:43,306 - Epoch:27/200,Train Accuracy:54.3283576965332%
2023-03-07 21:08:43,408 - Epoch:28/200,Train Accuracy:54.17910385131836%
2023-03-07 21:08:43,508 - Epoch:29/200,Train Accuracy:54.17910385131836%
2023-03-07 21:08:43,610 - Epoch:30/200,Train Accuracy:54.402984619140625%
2023-03-07 21:08:43,712 - Epoch:31/200,Train Accuracy:54.47761154174805%
2023-03-07 21:08:43,814 - Epoch:32/200,Train Accuracy:54.55223846435547%
2023-03-07 21:08:43,917 - Epoch:33/200,Train Accuracy:54.776119232177734%
2023-03-07 21:08:44,018 - Epoch:34/200,Train Accuracy:55.0%
2023-03-07 21:08:44,118 - Epoch:35/200,Train Accuracy:55.0%
2023-03-07 21:08:44,220 - Epoch:36/200,Train Accuracy:55.0%
2023-03-07 21:08:44,321 - Epoch:37/200,Train Accuracy:55.0%
2023-03-07 21:08:44,425 - Epoch:38/200,Train Accuracy:55.07462692260742%
2023-03-07 21:08:44,529 - Epoch:39/200,Train Accuracy:55.44776153564453%
