2023-03-02 11:40:06,894 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-02 11:40:06,894 - FullConnect(
  (linear1): Linear(in_features=39, out_features=40, bias=True)
  (linear2): Linear(in_features=40, out_features=40, bias=True)
  (linear3): Linear(in_features=40, out_features=30, bias=True)
  (linear4): Linear(in_features=30, out_features=20, bias=True)
  (linear5): Linear(in_features=20, out_features=20, bias=True)
  (linear10): Linear(in_features=20, out_features=2, bias=True)
  (relu): ReLU()
)
2023-03-02 11:40:06,894 - This is for user7
2023-03-02 11:40:07,228 - Epoch:0/200,Train Accuracy:51.343284606933594%
2023-03-02 11:40:07,340 - Epoch:1/200,Train Accuracy:53.35820770263672%
2023-03-02 11:40:07,455 - Epoch:2/200,Train Accuracy:54.402984619140625%
2023-03-02 11:40:07,570 - Epoch:3/200,Train Accuracy:53.2835807800293%
2023-03-02 11:40:07,699 - Epoch:4/200,Train Accuracy:54.17910385131836%
2023-03-02 11:40:07,812 - Epoch:5/200,Train Accuracy:54.850746154785156%
2023-03-02 11:40:07,925 - Epoch:6/200,Train Accuracy:56.343284606933594%
2023-03-02 11:40:08,039 - Epoch:7/200,Train Accuracy:57.53731155395508%
2023-03-02 11:40:08,155 - Epoch:8/200,Train Accuracy:57.238807678222656%
2023-03-02 11:40:08,267 - Epoch:9/200,Train Accuracy:56.044776916503906%
2023-03-02 11:40:08,381 - Epoch:10/200,Train Accuracy:57.53731155395508%
2023-03-02 11:40:08,495 - Epoch:11/200,Train Accuracy:57.53731155395508%
2023-03-02 11:40:08,609 - Epoch:12/200,Train Accuracy:60.52238845825195%
2023-03-02 11:40:08,723 - Epoch:13/200,Train Accuracy:60.223880767822266%
2023-03-02 11:40:08,836 - Epoch:14/200,Train Accuracy:57.53731155395508%
2023-03-02 11:40:08,951 - Epoch:15/200,Train Accuracy:61.49253845214844%
2023-03-02 11:40:09,063 - Epoch:16/200,Train Accuracy:59.47761154174805%
2023-03-02 11:40:09,176 - Epoch:17/200,Train Accuracy:59.850746154785156%
2023-03-02 11:40:09,289 - Epoch:18/200,Train Accuracy:59.850746154785156%
2023-03-02 11:40:09,402 - Epoch:19/200,Train Accuracy:59.776119232177734%
2023-03-02 11:40:09,515 - Epoch:20/200,Train Accuracy:57.46268844604492%
