2023-03-02 21:12:25,177 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-03-02 21:12:25,177 - FullConnect(
  (linear1): Linear(in_features=39, out_features=40, bias=True)
  (linear2): Linear(in_features=40, out_features=30, bias=True)
  (linear3): Linear(in_features=30, out_features=30, bias=True)
  (linear4): Linear(in_features=30, out_features=30, bias=True)
  (linear5): Linear(in_features=30, out_features=30, bias=True)
  (linear10): Linear(in_features=30, out_features=2, bias=True)
  (relu): ReLU()
)
2023-03-02 21:12:25,178 - This is for user7
2023-03-02 21:12:25,541 - Epoch:0/200,Train Accuracy:46.49253845214844%
2023-03-02 21:12:25,668 - Epoch:1/200,Train Accuracy:51.7164192199707%
2023-03-02 21:12:25,793 - Epoch:2/200,Train Accuracy:50.597015380859375%
2023-03-02 21:12:25,918 - Epoch:3/200,Train Accuracy:48.208953857421875%
2023-03-02 21:12:26,052 - Epoch:4/200,Train Accuracy:48.35820770263672%
2023-03-02 21:12:26,193 - Epoch:5/200,Train Accuracy:48.2835807800293%
2023-03-02 21:12:26,334 - Epoch:6/200,Train Accuracy:50.597015380859375%
2023-03-02 21:12:26,475 - Epoch:7/200,Train Accuracy:49.850746154785156%
2023-03-02 21:12:26,616 - Epoch:8/200,Train Accuracy:48.656715393066406%
2023-03-02 21:12:26,832 - Epoch:9/200,Train Accuracy:49.55223846435547%
2023-03-02 21:12:26,973 - Epoch:10/200,Train Accuracy:50.44776153564453%
2023-03-02 21:12:27,112 - Epoch:11/200,Train Accuracy:48.656715393066406%
2023-03-02 21:12:27,251 - Epoch:12/200,Train Accuracy:48.955223083496094%
2023-03-02 21:12:27,391 - Epoch:13/200,Train Accuracy:50.44776153564453%
2023-03-02 21:12:27,530 - Epoch:14/200,Train Accuracy:48.80596923828125%
2023-03-02 21:12:27,668 - Epoch:15/200,Train Accuracy:47.3880615234375%
2023-03-02 21:12:27,807 - Epoch:16/200,Train Accuracy:49.55223846435547%
2023-03-02 21:12:27,946 - Epoch:17/200,Train Accuracy:49.029850006103516%
2023-03-02 21:12:28,085 - Epoch:18/200,Train Accuracy:50.970149993896484%
2023-03-02 21:12:28,224 - Epoch:19/200,Train Accuracy:53.208953857421875%
2023-03-02 21:12:28,366 - Epoch:20/200,Train Accuracy:51.417911529541016%
2023-03-02 21:12:28,508 - Epoch:21/200,Train Accuracy:52.238807678222656%
2023-03-02 21:12:28,649 - Epoch:22/200,Train Accuracy:51.86567306518555%
2023-03-02 21:12:28,791 - Epoch:23/200,Train Accuracy:55.970149993896484%
2023-03-02 21:12:28,933 - Epoch:24/200,Train Accuracy:53.80596923828125%
2023-03-02 21:12:29,088 - Epoch:25/200,Train Accuracy:54.776119232177734%
2023-03-02 21:12:29,228 - Epoch:26/200,Train Accuracy:55.37313461303711%
2023-03-02 21:12:29,369 - Epoch:27/200,Train Accuracy:58.35820770263672%
2023-03-02 21:12:29,509 - Epoch:28/200,Train Accuracy:55.597015380859375%
2023-03-02 21:12:29,651 - Epoch:29/200,Train Accuracy:60.29850769042969%
2023-03-02 21:12:29,791 - Epoch:30/200,Train Accuracy:55.37313461303711%
2023-03-02 21:12:29,931 - Epoch:31/200,Train Accuracy:58.80596923828125%
2023-03-02 21:12:30,071 - Epoch:32/200,Train Accuracy:57.238807678222656%
2023-03-02 21:12:30,211 - Epoch:33/200,Train Accuracy:58.80596923828125%
2023-03-02 21:12:30,351 - Epoch:34/200,Train Accuracy:59.25373077392578%
2023-03-02 21:12:30,491 - Epoch:35/200,Train Accuracy:58.73134231567383%
2023-03-02 21:12:30,632 - Epoch:36/200,Train Accuracy:57.98507308959961%
2023-03-02 21:12:30,773 - Epoch:37/200,Train Accuracy:58.2835807800293%
2023-03-02 21:12:30,913 - Epoch:38/200,Train Accuracy:57.46268844604492%
2023-03-02 21:12:31,045 - Epoch:39/200,Train Accuracy:59.3283576965332%
2023-03-02 21:12:31,158 - Epoch:40/200,Train Accuracy:58.73134231567383%
2023-03-02 21:12:31,271 - Epoch:41/200,Train Accuracy:60.0%
2023-03-02 21:12:31,385 - Epoch:42/200,Train Accuracy:58.80596923828125%
2023-03-02 21:12:31,501 - Epoch:43/200,Train Accuracy:59.850746154785156%
2023-03-02 21:12:31,614 - Epoch:44/200,Train Accuracy:61.791046142578125%
2023-03-02 21:12:31,727 - Epoch:45/200,Train Accuracy:61.86567306518555%
2023-03-02 21:12:31,841 - Epoch:46/200,Train Accuracy:59.92537307739258%
2023-03-02 21:12:31,958 - Epoch:47/200,Train Accuracy:59.70149230957031%
2023-03-02 21:12:32,091 - Epoch:48/200,Train Accuracy:60.89552307128906%
2023-03-02 21:12:32,223 - Epoch:49/200,Train Accuracy:58.73134231567383%
2023-03-02 21:12:32,355 - Epoch:50/200,Train Accuracy:61.56716537475586%
2023-03-02 21:12:32,486 - Epoch:51/200,Train Accuracy:59.776119232177734%
2023-03-02 21:12:32,616 - Epoch:52/200,Train Accuracy:61.417911529541016%
2023-03-02 21:12:32,753 - Epoch:53/200,Train Accuracy:60.149253845214844%
2023-03-02 21:12:32,883 - Epoch:54/200,Train Accuracy:60.223880767822266%
2023-03-02 21:12:33,018 - Epoch:55/200,Train Accuracy:58.656715393066406%
2023-03-02 21:12:33,155 - Epoch:56/200,Train Accuracy:59.17910385131836%
2023-03-02 21:12:33,285 - Epoch:57/200,Train Accuracy:60.6716423034668%
2023-03-02 21:12:33,416 - Epoch:58/200,Train Accuracy:61.64179229736328%
2023-03-02 21:12:33,540 - Epoch:59/200,Train Accuracy:61.26865768432617%
2023-03-02 21:12:33,653 - Epoch:60/200,Train Accuracy:60.44776153564453%
2023-03-02 21:12:33,767 - Epoch:61/200,Train Accuracy:60.44776153564453%
2023-03-02 21:12:33,879 - Epoch:62/200,Train Accuracy:61.044776916503906%
2023-03-02 21:12:33,992 - Epoch:63/200,Train Accuracy:59.850746154785156%
2023-03-02 21:12:34,104 - Epoch:64/200,Train Accuracy:61.49253845214844%
2023-03-02 21:12:34,221 - Epoch:65/200,Train Accuracy:64.17910766601562%
2023-03-02 21:12:34,339 - Epoch:66/200,Train Accuracy:60.149253845214844%
2023-03-02 21:12:34,457 - Epoch:67/200,Train Accuracy:61.94029998779297%
2023-03-02 21:12:34,575 - Epoch:68/200,Train Accuracy:60.37313461303711%
2023-03-02 21:12:34,693 - Epoch:69/200,Train Accuracy:61.7164192199707%
2023-03-02 21:12:34,810 - Epoch:70/200,Train Accuracy:62.164180755615234%
2023-03-02 21:12:34,929 - Epoch:71/200,Train Accuracy:62.01492691040039%
2023-03-02 21:12:35,047 - Epoch:72/200,Train Accuracy:61.044776916503906%
2023-03-02 21:12:35,164 - Epoch:73/200,Train Accuracy:61.94029998779297%
2023-03-02 21:12:35,295 - Epoch:74/200,Train Accuracy:62.01492691040039%
2023-03-02 21:12:35,409 - Epoch:75/200,Train Accuracy:63.05970001220703%
2023-03-02 21:12:35,526 - Epoch:76/200,Train Accuracy:61.86567306518555%
2023-03-02 21:12:35,640 - Epoch:77/200,Train Accuracy:60.82089614868164%
2023-03-02 21:12:35,756 - Epoch:78/200,Train Accuracy:61.11940383911133%
2023-03-02 21:12:35,873 - Epoch:79/200,Train Accuracy:62.238807678222656%
2023-03-02 21:12:35,990 - Epoch:80/200,Train Accuracy:61.11940383911133%
2023-03-02 21:12:36,102 - Epoch:81/200,Train Accuracy:61.49253845214844%
2023-03-02 21:12:36,213 - Epoch:82/200,Train Accuracy:62.46268844604492%
2023-03-02 21:12:36,325 - Epoch:83/200,Train Accuracy:60.82089614868164%
2023-03-02 21:12:36,436 - Epoch:84/200,Train Accuracy:61.26865768432617%
2023-03-02 21:12:36,555 - Epoch:85/200,Train Accuracy:60.52238845825195%
2023-03-02 21:12:36,682 - Epoch:86/200,Train Accuracy:63.208953857421875%
2023-03-02 21:12:36,811 - Epoch:87/200,Train Accuracy:60.44776153564453%
2023-03-02 21:12:36,943 - Epoch:88/200,Train Accuracy:61.26865768432617%
2023-03-02 21:12:37,071 - Epoch:89/200,Train Accuracy:61.86567306518555%
2023-03-02 21:12:37,203 - Epoch:90/200,Train Accuracy:59.776119232177734%
2023-03-02 21:12:37,361 - Epoch:91/200,Train Accuracy:62.01492691040039%
2023-03-02 21:12:37,501 - Epoch:92/200,Train Accuracy:62.3880615234375%
2023-03-02 21:12:37,615 - Epoch:93/200,Train Accuracy:62.238807678222656%
2023-03-02 21:12:37,742 - Epoch:94/200,Train Accuracy:61.417911529541016%
2023-03-02 21:12:37,866 - Epoch:95/200,Train Accuracy:61.86567306518555%
2023-03-02 21:12:37,983 - Epoch:96/200,Train Accuracy:62.68656539916992%
2023-03-02 21:12:38,105 - Epoch:97/200,Train Accuracy:62.31343460083008%
2023-03-02 21:12:38,228 - Epoch:98/200,Train Accuracy:61.343284606933594%
2023-03-02 21:12:38,348 - Epoch:99/200,Train Accuracy:61.791046142578125%
2023-03-02 21:12:38,464 - Epoch:100/200,Train Accuracy:62.238807678222656%
2023-03-02 21:12:38,595 - Epoch:101/200,Train Accuracy:62.68656539916992%
2023-03-02 21:12:38,712 - Epoch:102/200,Train Accuracy:62.164180755615234%
2023-03-02 21:12:38,828 - Epoch:103/200,Train Accuracy:60.6716423034668%
2023-03-02 21:12:38,947 - Epoch:104/200,Train Accuracy:62.31343460083008%
2023-03-02 21:12:39,069 - Epoch:105/200,Train Accuracy:60.223880767822266%
2023-03-02 21:12:39,191 - Epoch:106/200,Train Accuracy:60.149253845214844%
2023-03-02 21:12:39,316 - Epoch:107/200,Train Accuracy:61.044776916503906%
2023-03-02 21:12:39,445 - Epoch:108/200,Train Accuracy:60.82089614868164%
2023-03-02 21:12:39,575 - Epoch:109/200,Train Accuracy:63.73134231567383%
2023-03-02 21:12:39,697 - Epoch:110/200,Train Accuracy:62.238807678222656%
