2023-04-06 15:58:10,881 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-04-06 15:58:10,881 - FullConnect(
  (linear1): Linear(in_features=39, out_features=256, bias=True)
  (linear2): Linear(in_features=256, out_features=256, bias=True)
  (linear3): Linear(in_features=256, out_features=128, bias=True)
  (linear4): Linear(in_features=128, out_features=128, bias=True)
  (linear5): Linear(in_features=128, out_features=64, bias=True)
  (linear6): Linear(in_features=64, out_features=64, bias=True)
  (linear7): Linear(in_features=64, out_features=40, bias=True)
  (linear8): Linear(in_features=40, out_features=40, bias=True)
  (linear9): Linear(in_features=40, out_features=40, bias=True)
  (linear10): Linear(in_features=40, out_features=40, bias=True)
  (linear11): Linear(in_features=40, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-06 15:58:10,881 - This is for user7
2023-04-06 15:58:11,234 - Epoch:0/300,Train Accuracy:49.17910385131836%
2023-04-06 15:58:11,378 - Epoch:1/300,Train Accuracy:48.955223083496094%
2023-04-06 15:58:11,520 - Epoch:2/300,Train Accuracy:50.52238845825195%
2023-04-06 15:58:11,661 - Epoch:3/300,Train Accuracy:50.44776153564453%
2023-04-06 15:58:11,803 - Epoch:4/300,Train Accuracy:50.6716423034668%
2023-04-06 15:58:11,945 - Epoch:5/300,Train Accuracy:50.82089614868164%
2023-04-06 15:58:12,087 - Epoch:6/300,Train Accuracy:52.238807678222656%
2023-04-06 15:58:12,228 - Epoch:7/300,Train Accuracy:52.761192321777344%
2023-04-06 15:58:12,378 - Epoch:8/300,Train Accuracy:53.35820770263672%
2023-04-06 15:58:12,520 - Epoch:9/300,Train Accuracy:54.25373077392578%
2023-04-06 15:58:12,661 - Epoch:10/300,Train Accuracy:55.6716423034668%
2023-04-06 15:58:12,802 - Epoch:11/300,Train Accuracy:57.08955383300781%
2023-04-06 15:58:12,944 - Epoch:12/300,Train Accuracy:60.37313461303711%
2023-04-06 15:58:13,086 - Epoch:13/300,Train Accuracy:61.417911529541016%
2023-04-06 15:58:13,227 - Epoch:14/300,Train Accuracy:65.0%
2023-04-06 15:58:13,368 - Epoch:15/300,Train Accuracy:65.67163848876953%
2023-04-06 15:58:13,509 - Epoch:16/300,Train Accuracy:65.82089233398438%
2023-04-06 15:58:13,650 - Epoch:17/300,Train Accuracy:67.08955383300781%
2023-04-06 15:58:13,790 - Epoch:18/300,Train Accuracy:67.16417694091797%
2023-04-06 15:58:13,931 - Epoch:19/300,Train Accuracy:68.7313461303711%
2023-04-06 15:58:14,072 - Epoch:20/300,Train Accuracy:67.01492309570312%
2023-04-06 15:58:14,220 - Epoch:21/300,Train Accuracy:68.58209228515625%
2023-04-06 15:58:14,366 - Epoch:22/300,Train Accuracy:69.32836151123047%
2023-04-06 15:58:14,506 - Epoch:23/300,Train Accuracy:71.0447769165039%
2023-04-06 15:58:14,647 - Epoch:24/300,Train Accuracy:69.17910766601562%
2023-04-06 15:58:14,788 - Epoch:25/300,Train Accuracy:70.74626922607422%
2023-04-06 15:58:14,929 - Epoch:26/300,Train Accuracy:69.92537689208984%
2023-04-06 15:58:15,070 - Epoch:27/300,Train Accuracy:70.59701538085938%
2023-04-06 15:58:15,223 - Epoch:28/300,Train Accuracy:70.89552307128906%
2023-04-06 15:58:15,387 - Epoch:29/300,Train Accuracy:72.08955383300781%
2023-04-06 15:58:15,570 - Epoch:30/300,Train Accuracy:71.5671615600586%
2023-04-06 15:58:15,731 - Epoch:31/300,Train Accuracy:72.46268463134766%
2023-04-06 15:58:15,893 - Epoch:32/300,Train Accuracy:72.53731536865234%
2023-04-06 15:58:16,055 - Epoch:33/300,Train Accuracy:73.58209228515625%
2023-04-06 15:58:16,217 - Epoch:34/300,Train Accuracy:73.50746154785156%
2023-04-06 15:58:16,379 - Epoch:35/300,Train Accuracy:72.76119232177734%
2023-04-06 15:58:16,548 - Epoch:36/300,Train Accuracy:74.62686920166016%
2023-04-06 15:58:16,712 - Epoch:37/300,Train Accuracy:74.92537689208984%
2023-04-06 15:58:16,875 - Epoch:38/300,Train Accuracy:75.14925384521484%
2023-04-06 15:58:17,040 - Epoch:39/300,Train Accuracy:75.89552307128906%
2023-04-06 15:58:17,204 - Epoch:40/300,Train Accuracy:75.82089233398438%
2023-04-06 15:58:17,366 - Epoch:41/300,Train Accuracy:76.71641540527344%
2023-04-06 15:58:17,529 - Epoch:42/300,Train Accuracy:76.71641540527344%
2023-04-06 15:58:17,695 - Epoch:43/300,Train Accuracy:75.89552307128906%
2023-04-06 15:58:17,857 - Epoch:44/300,Train Accuracy:76.64179229736328%
2023-04-06 15:58:18,024 - Epoch:45/300,Train Accuracy:76.86566925048828%
2023-04-06 15:58:18,186 - Epoch:46/300,Train Accuracy:78.05970001220703%
2023-04-06 15:58:18,349 - Epoch:47/300,Train Accuracy:77.16417694091797%
2023-04-06 15:58:18,513 - Epoch:48/300,Train Accuracy:78.13433074951172%
2023-04-06 15:58:18,675 - Epoch:49/300,Train Accuracy:78.4328384399414%
2023-04-06 15:58:18,841 - Epoch:50/300,Train Accuracy:78.4328384399414%
2023-04-06 15:58:19,005 - Epoch:51/300,Train Accuracy:78.9552230834961%
2023-04-06 15:58:19,169 - Epoch:52/300,Train Accuracy:78.7313461303711%
2023-04-06 15:58:19,331 - Epoch:53/300,Train Accuracy:78.9552230834961%
2023-04-06 15:58:19,497 - Epoch:54/300,Train Accuracy:80.223876953125%
2023-04-06 15:58:19,664 - Epoch:55/300,Train Accuracy:78.6567153930664%
2023-04-06 15:58:19,825 - Epoch:56/300,Train Accuracy:79.47761535644531%
2023-04-06 15:58:19,991 - Epoch:57/300,Train Accuracy:79.85074615478516%
2023-04-06 15:58:20,170 - Epoch:58/300,Train Accuracy:78.9552230834961%
2023-04-06 15:58:20,339 - Epoch:59/300,Train Accuracy:79.92537689208984%
2023-04-06 15:58:20,503 - Epoch:60/300,Train Accuracy:79.40298461914062%
2023-04-06 15:58:20,698 - Epoch:61/300,Train Accuracy:79.776123046875%
2023-04-06 15:58:20,862 - Epoch:62/300,Train Accuracy:79.62686920166016%
2023-04-06 15:58:21,026 - Epoch:63/300,Train Accuracy:80.0%
2023-04-06 15:58:21,192 - Epoch:64/300,Train Accuracy:80.07462310791016%
2023-04-06 15:58:21,356 - Epoch:65/300,Train Accuracy:79.47761535644531%
2023-04-06 15:58:21,521 - Epoch:66/300,Train Accuracy:80.0%
2023-04-06 15:58:21,687 - Epoch:67/300,Train Accuracy:80.52238464355469%
2023-04-06 15:58:21,853 - Epoch:68/300,Train Accuracy:80.37313079833984%
2023-04-06 15:58:22,017 - Epoch:69/300,Train Accuracy:81.2686538696289%
2023-04-06 15:58:22,182 - Epoch:70/300,Train Accuracy:81.11940002441406%
2023-04-06 15:58:22,346 - Epoch:71/300,Train Accuracy:81.3432846069336%
2023-04-06 15:58:22,513 - Epoch:72/300,Train Accuracy:80.89552307128906%
2023-04-06 15:58:22,679 - Epoch:73/300,Train Accuracy:80.59701538085938%
2023-04-06 15:58:22,819 - Epoch:74/300,Train Accuracy:81.0447769165039%
2023-04-06 15:58:22,958 - Epoch:75/300,Train Accuracy:81.0447769165039%
2023-04-06 15:58:23,097 - Epoch:76/300,Train Accuracy:80.44776153564453%
2023-04-06 15:58:23,235 - Epoch:77/300,Train Accuracy:81.64179229736328%
2023-04-06 15:58:23,375 - Epoch:78/300,Train Accuracy:81.2686538696289%
2023-04-06 15:58:23,514 - Epoch:79/300,Train Accuracy:82.16417694091797%
2023-04-06 15:58:23,653 - Epoch:80/300,Train Accuracy:82.01492309570312%
2023-04-06 15:58:23,791 - Epoch:81/300,Train Accuracy:82.16417694091797%
2023-04-06 15:58:23,930 - Epoch:82/300,Train Accuracy:82.46268463134766%
2023-04-06 15:58:24,069 - Epoch:83/300,Train Accuracy:82.01492309570312%
2023-04-06 15:58:24,209 - Epoch:84/300,Train Accuracy:82.16417694091797%
2023-04-06 15:58:24,349 - Epoch:85/300,Train Accuracy:81.49253845214844%
2023-04-06 15:58:24,489 - Epoch:86/300,Train Accuracy:82.31343078613281%
2023-04-06 15:58:24,632 - Epoch:87/300,Train Accuracy:82.83582305908203%
2023-04-06 15:58:24,773 - Epoch:88/300,Train Accuracy:82.68656921386719%
2023-04-06 15:58:24,916 - Epoch:89/300,Train Accuracy:81.86566925048828%
2023-04-06 15:58:25,057 - Epoch:90/300,Train Accuracy:82.98507690429688%
2023-04-06 15:58:25,196 - Epoch:91/300,Train Accuracy:82.6119384765625%
2023-04-06 15:58:25,336 - Epoch:92/300,Train Accuracy:83.20895385742188%
2023-04-06 15:58:25,474 - Epoch:93/300,Train Accuracy:83.6567153930664%
2023-04-06 15:58:25,613 - Epoch:94/300,Train Accuracy:83.20895385742188%
