2023-04-06 16:23:32,717 - lr:1e-05,weight_decay:0.01,batch_size:20
2023-04-06 16:23:32,717 - FullConnect(
  (linear1): Linear(in_features=39, out_features=64, bias=True)
  (linear2): Linear(in_features=64, out_features=128, bias=True)
  (linear3): Linear(in_features=128, out_features=256, bias=True)
  (linear4): Linear(in_features=256, out_features=128, bias=True)
  (linear5): Linear(in_features=128, out_features=64, bias=True)
  (linear11): Linear(in_features=64, out_features=2, bias=True)
  (relu): ReLU()
)
2023-04-06 16:23:32,717 - This is for user7
2023-04-06 16:23:33,095 - Epoch:0/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:33,263 - Epoch:1/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:33,432 - Epoch:2/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:33,602 - Epoch:3/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:33,774 - Epoch:4/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:34,019 - Epoch:5/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:34,190 - Epoch:6/300,Train Accuracy:50.89552307128906%
2023-04-06 16:23:34,361 - Epoch:7/300,Train Accuracy:51.044776916503906%
2023-04-06 16:23:34,532 - Epoch:8/300,Train Accuracy:50.82089614868164%
2023-04-06 16:23:34,701 - Epoch:9/300,Train Accuracy:51.417911529541016%
2023-04-06 16:23:34,872 - Epoch:10/300,Train Accuracy:52.238807678222656%
2023-04-06 16:23:35,039 - Epoch:11/300,Train Accuracy:53.05970001220703%
2023-04-06 16:23:35,208 - Epoch:12/300,Train Accuracy:55.07462692260742%
2023-04-06 16:23:35,375 - Epoch:13/300,Train Accuracy:57.46268844604492%
2023-04-06 16:23:35,544 - Epoch:14/300,Train Accuracy:59.850746154785156%
2023-04-06 16:23:35,710 - Epoch:15/300,Train Accuracy:61.11940383911133%
2023-04-06 16:23:35,874 - Epoch:16/300,Train Accuracy:63.656715393066406%
2023-04-06 16:23:36,038 - Epoch:17/300,Train Accuracy:65.29850769042969%
2023-04-06 16:23:36,207 - Epoch:18/300,Train Accuracy:66.19403076171875%
2023-04-06 16:23:36,372 - Epoch:19/300,Train Accuracy:67.46268463134766%
2023-04-06 16:23:36,554 - Epoch:20/300,Train Accuracy:67.68656921386719%
2023-04-06 16:23:36,720 - Epoch:21/300,Train Accuracy:68.7313461303711%
2023-04-06 16:23:36,882 - Epoch:22/300,Train Accuracy:68.6567153930664%
2023-04-06 16:23:37,045 - Epoch:23/300,Train Accuracy:70.37313079833984%
2023-04-06 16:23:37,209 - Epoch:24/300,Train Accuracy:70.44776153564453%
2023-04-06 16:23:37,371 - Epoch:25/300,Train Accuracy:70.82089233398438%
2023-04-06 16:23:37,534 - Epoch:26/300,Train Accuracy:71.19403076171875%
