user,test_acc,auc
7,52.272727966308594%,0.5234604105571847
9,48.93939208984375%,0.4907978562038629
12,51.51515197753906%,0.5160279097987663
15,49.39393997192383%,0.4873091313580745
16,52.727272033691406%,0.5261401557285873
20,52.57575607299805%,0.5237637779350793
21,50.0%,0.49893821417736883
23,48.030303955078125%,0.49646071392456265
29,49.69696807861328%,0.4897360703812317
35,47.121212005615234%,0.4808878551926383
