user,test_acc,auc
7,54.69696807861328%,0.5436849024168268
9,54.84848403930664%,0.5469713823440185
12,51.06060791015625%,0.5165840833249065
15,52.121212005615234%,0.5177469916068359
16,49.39393997192383%,0.48983719284052984
20,51.3636360168457%,0.5082920416624532
21,50.0%,0.5029831125492973
23,48.33333206176758%,0.4891798968550915
29,51.818180084228516%,0.5020730104156133
35,51.969696044921875%,0.5142582667610476
