user,test_acc,auc
7,52.42424392700195%,0.5263424006471837
9,51.06060791015625%,0.5079886742845586
12,50.0%,0.49469107088684394
15,49.24242401123047%,0.4991910203256143
16,49.09090805053711%,0.482657498230357
20,49.69696807861328%,0.4981292345029831
21,49.84848403930664%,0.49656183638386087
23,50.45454406738281%,0.5179997977550813
29,52.42424392700195%,0.5181514814440287
35,51.66666793823242%,0.5056628577206999
