user,test_acc,auc
7,47.121212005615234%,0.4741126504196582
9,50.15151596069336%,0.5159773485691171
12,54.39393997192383%,0.5306401051673577
15,51.66666793823242%,0.5
16,51.212120056152344%,0.49630903023561534
20,47.42424392700195%,0.4899888765294772
21,48.48484802246094%,0.5012640307412276
23,48.33333206176758%,0.4998988775407018
29,50.30303192138672%,0.4877136211952675
35,50.75757598876953%,0.49575285670947516
