user,test_acc,auc
7,50.60606002807617%,0.49175851956719585
9,48.33333206176758%,0.5
12,48.33333206176758%,0.5
15,48.33333206176758%,0.5
16,48.33333206176758%,0.5
20,48.33333206176758%,0.5
