user,test_acc,auc
7,52.272727966308594%,0.5239660228536758
9,53.181819915771484%,0.5255839822024472
12,48.33333206176758%,0.49979775508140356
15,48.181819915771484%,0.49823035696228124
16,48.6363639831543%,0.5029325513196481
20,48.33333206176758%,0.4998988775407018
21,48.33333206176758%,0.5
23,48.33333206176758%,0.5
29,48.33333206176758%,0.5
35,48.33333206176758%,0.5
