user,test_acc,auc
7,49.09090805053711%,0.4975224997471939
9,49.69696807861328%,0.49094953989281015
12,48.030303955078125%,0.47461826271614926
15,53.48484802246094%,0.5246738800687634
16,52.878787994384766%,0.5209323490747295
20,49.24242401123047%,0.4849327535645668
21,48.181819915771484%,0.4893315805440388
23,49.69696807861328%,0.5095560724036807
29,47.727272033691406%,0.4892810193143897
35,50.0%,0.5118818889675397
