user,test_acc,auc
7,47.57575607299805%,0.47224188492264135
9,49.39393997192383%,0.5037920922236829
12,48.181819915771484%,0.48012943674790165
15,51.212120056152344%,0.5012640307412277
16,49.69696807861328%,0.5005561735261402
20,49.09090805053711%,0.49600566285772063
21,49.84848403930664%,0.48958438669228443
23,48.787879943847656%,0.5006572959854383
29,47.57575607299805%,0.47972494691070894
35,50.90909194946289%,0.5012640307412276
