user,test_acc,auc
7,49.39393997192383%,0.5095560724036808
9,48.48484802246094%,0.501466275659824
12,48.33333206176758%,0.5
15,48.33333206176758%,0.5
16,48.33333206176758%,0.5
20,48.33333206176758%,0.5
21,48.33333206176758%,0.5
