user,test_acc,auc
7,46.66666793823242%,0.4649610678531702
9,47.727272033691406%,0.4758317322277278
12,49.84848403930664%,0.49797755081403583
15,48.93939208984375%,0.48857316209930224
16,48.93939208984375%,0.4835170391343917
20,50.90909194946289%,0.5044999494387703
21,45.75757598876953%,0.45697239356861163
23,45.60606002807617%,0.4538881585600162
29,50.60606002807617%,0.4993427040145616
35,47.57575607299805%,0.47699464050965723
