user,test_acc,auc
7,53.93939208984375%,0.5383759733036707
9,51.818180084228516%,0.5162301547173627
12,48.33333206176758%,0.4871574476691274
15,49.39393997192383%,0.5096571948629791
16,49.09090805053711%,0.5017696430377186
20,50.15151596069336%,0.5148650015168369
21,51.66666793823242%,0.5001011224592983
23,51.66666793823242%,0.5002022449185964
29,51.818180084228516%,0.5016685205784205
35,51.212120056152344%,0.4970168874507028
