user,test_acc,auc
7,49.39393997192383%,0.5031853574678936
9,48.787879943847656%,0.482657498230357
12,54.84848403930664%,0.5519263828496309
15,53.6363639831543%,0.5272525027808677
16,49.39393997192383%,0.4911517848114066
