user,test_acc,auc
7,52.272727966308594%,0.5248761249873597
9,50.60606002807617%,0.50621903124684
12,50.45454406738281%,0.4967640813024573
15,48.787879943847656%,0.4818485185559713
16,50.45454406738281%,0.4983820406512286
20,50.45454406738281%,0.4967640813024573
21,50.30303192138672%,0.5134998483163111
23,50.75757598876953%,0.519718879563151
29,51.51515197753906%,0.5276569926180605
35,48.93939208984375%,0.49929214278491246
